strike_id,date,location,country,area,min_ppl_killed,max_ppl_killed,min_civil_killed,max_civil_killed,min_child_killed,max_child_killed,min_injured,max_injured,confirm_possible,air_strike,drone_strike,strike_type,min_strikes,max_strikes
YEM238,2016-07-16T00:00:00Z,Al Uqlah,Yemen,Shabwa,2,4,0,0,0,0,0,2,Confirmed,TRUE,TRUE,US drone strike,1,1
YEM239,2016-08-04T00:00:00Z,Azzan,Yemen,Shabwa,2,4,0,0,0,0,2,4,Confirmed,TRUE,TRUE,US drone strike,1,1
YEM240,2016-08-24T00:00:00Z,Unknown,Yemen,Shabwa,4,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US drone strike,1,1
SOM041,2016-08-30T00:00:00Z,Near Gobanale,Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone or airstrike,1,1
YEM241,2016-08-30T00:00:00Z,Unknown,Yemen,Shabwa,3,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM242,2016-09-04T00:00:00Z,Unknown,Yemen,Shabwa,6,9,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
SOM042,2016-09-05T00:00:00Z,Tortoroow,Somalia,NA,4,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone or airstrike,2,2
YEM243,2016-09-13T00:00:00Z,Radaa area,Yemen,Bayda,5,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US drone strike,1,1
YEM244,2016-09-20T00:00:00Z,Wadi Abida,Yemen,Marib,2,2,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone or air strike
",1,1
YEM245,2016-09-22T00:00:00Z,Sawmaa district,Yemen,Bayda,2,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM246,2016-09-23T00:00:00Z,Unknown,Yemen,Mareb,3,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US drone strike,1,1
SOM043,2016-09-26T00:00:00Z,"Caba, near Kismayo",Somalia,NA,4,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone or airstrike,1,1
SOM044,2016-09-28T00:00:00Z,"Galcayo, Galmudug",Somalia,NA,10,22,0,2,0,0,3,16,Confirmed,TRUE,TRUE,Air operation - drone or airstrike,1,1
YEM247,2016-09-29T00:00:00Z,Unknown,Yemen,Bayda,2,2,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM248,2016-10-06T00:00:00Z,Unknown,Yemen,Shabwah,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1
YEM249,2016-10-12T00:00:00Z,North of the Bab el-Mandeb strait,Yemen,-,0,0,0,0,0,0,0,0,Confirmed,FALSE,FALSE,US cruise missle strike,3,3
YEM250,2016-10-18T00:00:00Z,Unknown,Yemen,Shabwah,3,8,0,0,0,0,2,2,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM251,2016-10-21T00:00:00Z,Unknown,Yemen,Marib,5,5,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1
YEM252,2016-11-21T00:00:00Z,Unknown,Yemen,Bayda,1,1,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM253,2016-11-24T00:00:00Z,Sawmaah,Yemen,Bayda,2,2,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM254,2016-11-30T00:00:00Z,Unknown,Yemen,Hadramout,3,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM255,2016-12-13T00:00:00Z,Unknown,Yemen,Marib/Al Jawf,4,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM256,2016-12-29T00:00:00Z,Sawmaah,Yemen,Bayda,2,2,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
SOM045,2017-01-07T00:00:00Z,Gaduug,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
YEM257,2017-01-08T00:00:00Z,Unknown,Yemen,Bayda,1,1,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM258,2017-01-20T00:00:00Z,Unknown,Yemen,Bayda,1,1,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM259,2017-01-21T00:00:00Z,Unknown,Yemen,Bayda,3,6,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,2
YEM260,2017-01-22T00:00:00Z,Unknown,Yemen,Bayda,1,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,2
YEM261,2017-01-28T00:00:00Z,Yakla,Yemen,Bayda,39,39,25,25,10,10,7,7,Confirmed,FALSE,FALSE,"US air and ground operation
Special forces air assault and air support, possibly drone",1,1
YEM262,2017-01-30T00:00:00Z,Baihan,Yemen,Shabwa,2,2,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
T001,2017-03-02T00:00:00Z,Unknown,Pakistan,Kurram Agency,2,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
YEM263,2017-03-02T00:00:00Z,Unknown,Yemen,Across central Yemen,2,12,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strikes,25,25
YEM264,2017-03-03T00:00:00Z,Unknown,Yemen,Yemen,1,8,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strikes,5,10
YEM265,2017-03-04T00:00:00Z,Ahwar,Yemen,Abyan,2,2,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM266,2017-03-06T00:00:00Z,Unknown,Yemen,Multiple provinces,7,11,0,2,0,2,0,0,Confirmed,TRUE,FALSE,US air or drone strikes,9,4
YEM267,2017-03-31T00:00:00Z,Unknown,Yemen,Unknown,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strikes,10,10
YEM268,2017-04-02T00:00:00Z,Unknown,Yemen,Shabwah,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strikes,20,20
YEM269,2017-04-18T00:00:00Z,Unknown,Yemen,Marib,3,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM270,2017-04-23T00:00:00Z,al Said,Yemen,Shabwah,3,8,3,8,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM271,2017-04-24T00:00:00Z,Unknown,Yemen,Unknown,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,8,8
T002,2017-04-26T00:00:00Z,Zuwai,Pakistan,North Waziristan,7,11,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA
YEM272,2017-04-29T00:00:00Z,Unknown,Yemen,Marib,4,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM273,2017-04-29T00:00:00Z,Unknown,Yemen,Shabwah,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1
SOM046,2017-05-04T00:00:00Z,"Dar es Salam village, Lower Shabelle",Somalia,NA,4,9,0,0,0,0,0,0,Confirmed,FALSE,FALSE,"Ground operation - Somali-led or joint operation, ambushed before reaching target",1,1
YEM274,2017-05-23T00:00:00Z,Al Sirim area,Yemen,Marib,7,12,5,5,0,1,5,6,Confirmed,FALSE,FALSE,"US air and ground operation
Special forces raid with air strikes, possibly drone",1,1
T003,2017-05-24T00:00:00Z,Unknown,Pakistan,North Waziristan,2,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SOM047,2017-06-11T00:00:00Z,"Sakow, Middle Juba region",Somalia,NA,8,8,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone or airstrike,1,1
T004,2017-06-13T00:00:00Z,Hangu district,Pakistan,Khyber Pakhtunkhwa province,1,3,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA
YEM275,2017-06-16T00:00:00Z,Al Naqba,Yemen,Shabwah,2,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM276,2017-07-01T00:00:00Z,Al Wadei,Yemen,Abyan,2,2,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
SOM048,2017-07-02T00:00:00Z,"Kunyo Barrow, Lower Shabelle",Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone or airstrike,1,1
SOM049,2017-07-04T00:00:00Z,"Luglaw, Jubba region",Somalia,NA,10,13,0,0,0,0,10,10,Confirmed,TRUE,FALSE,"Air operation - Somali ground force, US air support",1,1
SOM050,2017-07-13T00:00:00Z,"Kunyo Barrow, Lower Shabelle",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,FALSE,FALSE,Ground operation - US-Somali air assault,1,1
SOM051,2017-07-15T00:00:00Z,Southern Somalia,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,"Air operation - Somali ground force, US air support",1,1
SOM052,2017-07-20T00:00:00Z,Southern Somalia,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,"Air operation - Somali ground force, US air support",1,1
SOM053,2017-07-21T00:00:00Z,Southern Somalia,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,"Air operation - Somali ground force, US air support",1,1
SOM054,2017-07-28T00:00:00Z,Southern Somalia,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,"Air operation - Somali ground force, US air support",1,1
SOM055,2017-07-29T00:00:00Z,Southern Somalia,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,"Air operation - Somali ground force, US air support",1,1
SOM056,2017-07-29T00:00:00Z,"Tortoroow, Lower Shabelle",Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
SOM057,2017-08-10T00:00:00Z,Banadiir region,Somalia,NA,0,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,2,2
YEM277,2017-08-13T00:00:00Z,Marakishah,Yemen,Abyan,0,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
SOM058,2017-08-16T00:00:00Z,"Jillib, Middle Juba",Somalia,NA,7,7,0,7,0,0,0,0,Confirmed,TRUE,FALSE,"Air operation - drone or airstrike, US-Somali ground troops",1,1
SOM059,2017-08-25T00:00:00Z,"Bariire, Lower Shabelle region",Somalia,NA,0,10,0,10,0,3,0,0,Confirmed,FALSE,FALSE,Ground operation - Somali-led or joint operation,1,1
SOM060,2017-08-31T00:00:00Z,"Barawe, Lower Shabelle",Somalia,NA,1,1,0,0,0,0,1,1,Confirmed,TRUE,TRUE,Air operation - drone or airstrike,1,1
SOM061,2017-09-05T00:00:00Z,Bay region,Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
SOM062,2017-09-07T00:00:00Z,"Barawe, Lower Shabelle",Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
YEM278,2017-09-09T00:00:00Z,Unknown,Yemen,Bayda,2,7,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,3,3
SOM063,2017-09-13T00:00:00Z,Southern Somalia,Somalia,NA,6,6,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
T005,2017-09-15T00:00:00Z,Ghuz Ghari village,Pakistan,Kurram Agency,3,3,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA
YEM279,2017-09-16T00:00:00Z,Unknown,Yemen,Unknown,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,8,6
SOM064,2017-09-30T00:00:00Z,Southern Somalia,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
SOM065,2017-10-02T00:00:00Z,Southern Somalia,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
YEM280,2017-10-04T00:00:00Z,Unknown,Yemen,Bayda,1,2,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM281,2017-10-08T00:00:00Z,Raghwan,Yemen,Marib,5,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
SOM066,2017-10-16T00:00:00Z,"Bariire, Lower Shabelle region",Somalia,NA,0,5,0,2,0,0,0,8,Confirmed,TRUE,TRUE,Air operation - drone or airstrike,1,1
YEM282,2017-10-16T00:00:00Z,Unknown,Yemen,Bayda,50,50,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,2,2
YEM283,2017-10-19T00:00:00Z,Unknown,Yemen,Bayda,5,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM284,2017-10-19T00:00:00Z,Unknown,Yemen,Unknown,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,7,7
YEM285,2017-10-25T00:00:00Z,Unknown,Yemen,Bayda,9,13,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,2,2
YEM286,2017-11-02T00:00:00Z,Al Wadi,Yemen,Marib,2,2,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
SOM067,2017-11-03T00:00:00Z,"Qandala town, Puntland",Somalia,NA,3,20,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,2,2
SOM068,2017-11-09T00:00:00Z,Bay region,Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
SOM069,2017-11-10T00:00:00Z,"Basra village, Lower Shabelle",Somalia,NA,13,13,0,3,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone or airstrike,1,1
YEM287,2017-11-10T00:00:00Z,Unknown,Yemen,Bayda,2,2,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
SOM070,2017-11-11T00:00:00Z,Gaduud,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
YEM288,2017-11-11T00:00:00Z,Unknown,Yemen,Bayda,1,1,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
SOM071,2017-11-12T00:00:00Z,Lower Shabelle,Somalia,NA,3,3,0,3,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
SOM072,2017-11-12T00:00:00Z,Puntland,Somalia,NA,23,23,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
YEM289,2017-11-12T00:00:00Z,Unknown,Yemen,Bayda,2,2,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
SOM073,2017-11-13T00:00:00Z,"Awhiigle, Gaduud",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
SOM074,2017-11-14T00:00:00Z,"Idow Jalad, Lower Shabelle",Somalia,NA,6,6,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
YEM290,2017-11-19T00:00:00Z,Unknown,Yemen,Bayda,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1
YEM291,2017-11-20T00:00:00Z,Unknown,Yemen,Bayda,5,5,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,2,2
SOM075,2017-11-21T00:00:00Z,Bay region,Somalia,NA,100,100,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
YEM292,2017-11-23T00:00:00Z,Unknown,Yemen,Bayda,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1
YEM293,2017-11-25T00:00:00Z,Unknown,Yemen,Shabwah,5,7,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM294,2017-11-26T00:00:00Z,Qaifa,Yemen,Bayda,3,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
SOM076,2017-11-27T00:00:00Z,Northeastern,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
SOM077,2017-12-12T00:00:00Z,"Mubarak, Lower Shabelle",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone or airstrike,1,1
SOM078,2017-12-15T00:00:00Z,30 miles northwest of Kismayo,Somalia,NA,8,8,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone or airstrike,1,1
YEM295,2017-12-15T00:00:00Z,Unknown,Yemen,Bayda,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1
YEM296,2017-12-19T00:00:00Z,Unknown,Yemen,Marib,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1
SOM079,2017-12-24T00:00:00Z,Southern Somalia,Somalia,NA,13,13,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
SOM080,2017-12-27T00:00:00Z,25 kilometers west of Mogadishu,Somalia,NA,4,4,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
YEM297,2018-01-01T00:00:00Z,Unknown,Yemen,Bayda,0,2,0,2,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
SOM081,2018-01-02T00:00:00Z,50 kilometers west of Mogadishu,Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
SOM082,2018-01-18T00:00:00Z,51 kilometers northwest of Kismayo,Somalia,NA,4,4,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
SOM083,2018-01-18T00:00:00Z,Middle Shabelle region,Somalia,NA,0,5,0,0,0,5,0,6,Confirmed,FALSE,FALSE,Ground operation - Somali-led or joint operation,1,1
T006,2018-01-24T00:00:00Z,Unclear,Pakistan,Unclear,1,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
YEM298,2018-01-26T00:00:00Z,Said,Yemen,Shabwah,7,7,7,7,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM299,2018-01-29T00:00:00Z,Unknown,Yemen,Unknown,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,8,8
SOM084,2018-02-06T00:00:00Z,"Kunyo Barrow, Lower Shabelle",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
YEM300,2018-02-11T00:00:00Z,Unknown,Yemen,Bayda,6,6,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM301,2018-02-16T00:00:00Z,Unknown,Yemen,Bayda,2,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
SOM085,2018-02-19T00:00:00Z,"Jilib, Middle Juba Region",Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
SOM086,2018-02-21T00:00:00Z,"Jamaame, Lower Juba region",Somalia,NA,4,5,0,2,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone or airstrike,1,1
SOM087,2018-02-26T00:00:00Z,"Jilib, Middle Juba Region",Somalia,NA,2,2,0,0,0,0,1,1,Confirmed,TRUE,TRUE,Air operation - drone or airstrike,1,1
YEM302,2018-02-28T00:00:00Z,Unknown,Yemen,Unknown,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,4,4
YEM303,2018-03-05T00:00:00Z,Unknown,Yemen,Hadramout,1,4,0,1,0,1,0,1,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM304,2018-03-07T00:00:00Z,Al Hudhi,Yemen,Hadramout,1,1,1,1,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
YEM305,2018-03-08T00:00:00Z,Unknown,Yemen,Hadramout,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1
YEM306,2018-03-09T00:00:00Z,Al Abr,Yemen,Hadramout,6,6,0,6,0,1,0,0,Possible,TRUE,TRUE,US air or drone strike,1,1
SOM088,2018-03-12T00:00:00Z,"Kamsuuma, Lower Juba region",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
SOM089,2018-03-13T00:00:00Z,"Jamecco, Middle Shabelle",Somalia,NA,12,12,0,0,0,0,15,15,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
SOM090,2018-03-19T00:00:00Z,"Mubarak, Lower Shabelle",Somalia,NA,2,2,0,0,0,0,3,3,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
YEM307,2018-03-22T00:00:00Z,Wadi Abida,Yemen,Marib,5,7,0,0,0,0,0,0,Possible,TRUE,TRUE,US air or drone strike,1,1
YEM308,2018-03-26T00:00:00Z,Unknown,Yemen,Hadramout,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,3,3
YEM309,2018-03-29T00:00:00Z,Sawmaah,Yemen,Bayda,3,4,0,3,0,0,0,2,Confirmed,TRUE,TRUE,US air or drone strike,1,1
SOM091,2018-04-01T00:00:00Z,"El Burr, Galmudug",Somalia,NA,6,6,2,2,1,1,0,0,Confirmed,TRUE,TRUE,Air operation - drone or airstrike,1,1
SOM092,2018-04-05T00:00:00Z,"Jilib, Middle Juba Region",Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
SOM093,2018-04-11T00:00:00Z,"Jana Cabdalle, Kismayo",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
YEM310,2018-04-11T00:00:00Z,Unknown,Yemen,Hadramout,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1
SOM094,2018-04-16T00:00:00Z,"Leego, Lower Shabelle",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
YEM311,2018-04-23T00:00:00Z,Unknown,Yemen,Bayda,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1
YEM312,2018-04-30T00:00:00Z,Unknown,Yemen,Unknown,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,2,2
SOM095,2018-05-09T00:00:00Z,Lower Shabelle,Somalia,NA,0,5,0,5,0,0,0,0,Confirmed,FALSE,FALSE,Ground operation - Somali-led operation,1,1
YEM313,2018-05-14T00:00:00Z,Unknown,Yemen,Shabwah,2,3,0,1,0,0,0,0,Confirmed,TRUE,TRUE,US air or drone strike,1,1
SOM096,2018-05-23T00:00:00Z,Lower Shabelle,Somalia,NA,10,10,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
SOM097,2018-05-31T00:00:00Z,30 miles southwest of Mogadishu,Somalia,NA,12,12,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
SOM098,2018-06-02T00:00:00Z,26 miles southwest of Bosasso,Somalia,NA,27,27,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
SOM099,2018-06-03T00:00:00Z,24 miles southwest of Bosasso,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or airstrike,1,1
SOM100,2018-06-08T00:00:00Z,Jubaland,Somalia,NA,1,1,0,0,0,0,5,5,Confirmed,FALSE,FALSE,Ground operation,1,1
YEM314,2018-06-23T00:00:00Z,Unknown,Yemen,Unknown,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1
YEM315,2018-06-30T00:00:00Z,Unknown,Yemen,Unknown,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1
YEM316,2018-07-22T00:00:00Z,Unknown,Yemen,Hadramout,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1
SOM101,2018-07-23T00:00:00Z,50 kilometres north of Kismayo,Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
YEM317,2018-07-24T00:00:00Z,Unknown,Yemen,Hadramout,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1
SOM102,2018-08-02T00:00:00Z,74 miles northwest of Mogadishu,Somalia,NA,4,4,0,3,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
YEM318,2018-08-14T00:00:00Z,Unknown,Yemen,Unknown,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1
SOM103,2018-08-21T00:00:00Z,46 kilometres northeast of Kismayo,Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM104,2018-08-27T00:00:00Z,40 kilometers southwest of Mogadishu,Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
YEM319,2018-09-09T00:00:00Z,Ahwar,Yemen,Abyan,4,4,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1
SOM105,2018-09-11T00:00:00Z,"Mubaraak, 37 miles west of Mogadishu",Somalia,NA,2,2,0,0,0,0,1,1,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
YEM320,2018-09-18T00:00:00Z,Unknown,Yemen,Bayda,0,0,0,0,0,0,0,0,Confirmed,TRUE,FALSE,US air or drone strike,1,1
SOM106,2018-09-21T00:00:00Z,"50 kilometres northwest of Kismayo, Lower Juba",Somalia,NA,18,18,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM107,2018-10-01T00:00:00Z,40 kilometres northeast of Kismayo,Somalia,NA,9,9,0,0,0,0,1,1,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM108,2018-10-06T00:00:00Z,"Near Kunya Barrow, Lower Shabelle",Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM109,2018-10-12T00:00:00Z,"Haradere, Galmudug",Somalia,NA,60,60,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone or air strike,1,1
SOM110,2018-10-14T00:00:00Z,"Vicinity of Araara, Lower Juba region",Somalia,NA,4,4,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM111,2018-10-25T00:00:00Z,Vicinity of Kunya Barrow,Somalia,NA,2,2,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM112,2018-11-19T00:00:00Z,Vicinity of Debatscile,Somalia,NA,27,27,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone or air strike,1,1
SOM113,2018-11-19T00:00:00Z,Vicinity of Debatscile,Somalia,NA,10,10,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone or air strike,1,1
SOM114,2018-11-20T00:00:00Z,"Vicinity of Quy Cad, Mudug",Somalia,NA,7,7,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
SOM115,2018-11-21T00:00:00Z,"Vicinity of Haradere, Galmudug",Somalia,NA,6,6,0,0,0,0,0,0,Confirmed,TRUE,FALSE,Air operation - drone or air strike,1,1
